user,Inception,The Shawshank Redemption,The Matrix,Interstellar,Pulp Fiction,Avatar,Jurassic Park,Forrest Gump,The Godfather,The Dark Knight,Star Wars,Titanic,Gladiator,The Lion King,Fight Club,Casablanca,The Lord of the Rings,The Avengers,Eternal Sunshine of the Spotless Mind,The Social Network,Black Panther,La La Land,The Grand Budapest Hotel,Blade Runner 2049,The Incredibles,Toy Story,Gone with the Wind,The Silence of the Lambs,Shutter Island,The Revenant,The Breakfast Club,The Princess Bride,The Godfather Part II,The Big Lebowski,The Good Dinosaur
user185,3,4,3,1,5,3,5,3,1,3,4,5,2,4,4,3,3,5,5,1,4,5,4,3,4,1,2,4,4,5,1,4,4,1,5
user186,4,1,5,1,4,4,4,4,4,1,1,4,2,1,2,4,3,3,4,1,1,1,4,4,5,4,1,3,3,3,4,2,3,4,5
user187,4,4,4,1,1,3,4,2,3,3,5,1,1,4,5,3,1,2,2,2,2,4,2,3,1,3,1,5,2,5,2,2,2,3,1
user188,3,4,3,4,4,2,4,1,4,5,5,1,3,4,4,4,2,5,4,5,2,4,2,4,2,5,1,5,1,1,2,1,3,2,2
user189,3,4,5,4,2,3,4,3,3,1,5,4,4,1,5,1,1,2,5,4,5,3,3,4,1,2,1,5,3,5,2,4,3,3,5
user190,1,3,5,3,5,3,4,2,3,3,4,1,1,1,3,2,5,3,4,3,4,3,1,3,3,3,4,3,4,5,2,4,2,2,3
user191,4,3,1,5,1,1,3,3,1,5,4,2,3,5,2,3,2,2,2,4,4,3,2,5,1,1,2,1,2,1,2,5,1,3,1
user192,3,1,2,1,5,2,3,1,3,3,5,2,1,5,3,2,4,2,2,1,4,2,3,3,2,1,4,1,3,2,5,1,4,4,4
user193,5,1,1,2,5,5,1,1,2,4,3,2,3,4,1,4,1,5,2,4,3,1,2,5,5,5,2,5,5,1,2,4,3,4,4
user194,2,2,5,2,1,4,1,4,5,2,5,1,5,4,4,5,4,5,2,5,2,1,5,2,2,4,1,1,2,2,4,3,1,3,4
user195,3,3,2,3,5,1,1,1,1,5,4,2,5,4,5,1,2,2,4,3,2,4,4,2,3,5,2,4,3,4,3,3,5,3,1
user196,3,1,4,3,2,5,1,2,1,2,1,5,2,1,2,5,2,2,4,4,4,3,1,3,1,1,4,3,4,1,2,2,1,5,1
user197,5,4,1,1,3,2,3,2,1,5,4,1,1,4,4,2,2,1,5,4,1,3,4,2,2,2,4,1,4,4,5,5,3,5,2
user198,5,1,4,4,1,2,5,4,1,4,3,5,3,2,2,4,4,1,2,3,3,1,5,3,3,4,3,2,3,3,4,4,1,2,2
user199,4,2,3,4,3,1,4,4,2,1,2,5,3,4,2,5,1,3,5,2,1,2,1,4,4,1,2,4,4,2,5,4,5,5,1
user200,5,1,4,3,4,1,4,2,2,4,2,1,5,5,1,3,5,2,1,2,5,1,1,4,3,4,5,4,2,3,2,4,2,1,3
user201,3,5,4,4,5,4,2,3,2,1,4,4,3,4,3,1,4,1,1,3,5,4,2,2,4,4,2,5,5,5,1,2,2,5,3
user202,2,2,3,3,2,3,4,4,3,3,3,3,1,2,1,3,2,1,2,5,5,4,2,3,4,2,4,2,2,5,2,3,1,4,1
user203,1,5,3,2,1,3,5,5,2,3,2,4,2,1,2,4,3,5,4,5,3,5,1,5,3,2,5,1,2,5,5,4,3,3,2
user204,4,3,4,2,3,1,2,2,5,5,2,3,2,1,5,4,5,2,1,3,2,1,1,5,3,2,1,3,3,5,1,2,3,2,2
user205,5,3,5,1,5,5,2,4,1,5,2,4,4,5,1,3,2,1,1,5,1,1,1,1,4,5,4,5,1,1,3,5,5,5,5
user206,3,2,2,4,1,1,5,4,1,4,3,2,5,1,4,2,2,2,4,2,1,1,1,5,1,4,4,3,1,5,5,2,5,2,1
user207,1,4,1,3,2,3,5,3,3,5,5,5,4,3,1,3,4,4,2,2,4,2,5,4,3,2,5,3,4,1,4,5,5,4,1
user208,2,1,1,5,4,3,4,2,3,4,2,1,2,2,3,1,4,1,2,1,3,3,2,3,3,1,2,5,1,5,5,5,3,1,5
user209,4,1,4,1,5,4,2,2,3,2,2,2,1,1,4,4,3,4,2,4,3,1,2,1,1,2,2,5,2,4,1,4,2,3,2
user210,5,4,1,2,5,4,2,3,1,4,4,2,3,3,5,1,2,1,4,1,3,3,1,4,1,3,5,3,5,5,5,4,5,3,5
user211,5,1,5,5,2,4,5,3,5,3,4,2,1,2,1,4,5,1,3,1,3,4,4,5,4,2,5,1,3,4,3,5,3,2,4
user212,3,4,5,2,5,4,5,1,5,5,3,1,4,2,4,3,2,2,5,1,4,1,2,5,3,3,5,2,3,5,5,2,4,3,3
user213,3,4,1,1,4,4,1,1,5,2,3,2,1,5,1,5,5,4,5,5,3,5,4,2,4,1,5,2,4,5,1,3,4,3,4
user214,4,3,1,1,1,4,3,4,4,5,4,2,4,1,1,1,5,5,4,2,1,4,1,4,3,1,3,2,5,3,5,5,2,2,2
user215,3,3,4,5,3,2,1,4,2,2,2,4,2,4,5,2,1,2,3,1,5,2,4,4,3,5,5,1,2,1,1,2,2,4,2
user216,4,4,2,3,1,3,1,2,5,1,1,4,3,3,5,4,1,5,3,3,5,2,5,2,1,2,3,3,4,5,4,2,2,3,4
user217,2,1,3,1,1,4,2,5,5,4,4,5,4,5,3,5,2,4,2,5,1,5,1,3,1,3,5,4,2,4,4,2,1,5,1
user218,1,1,2,1,4,2,3,5,4,1,5,4,1,2,4,5,4,4,5,3,4,2,3,2,1,5,3,2,4,2,5,2,1,5,2
user219,5,2,3,1,2,4,1,3,5,2,1,3,5,5,4,1,5,1,4,4,5,2,1,5,1,2,3,2,5,5,2,5,2,5,5
user220,1,1,2,1,1,1,2,1,3,3,1,2,3,2,3,5,5,3,3,1,4,5,5,2,4,4,4,4,3,2,2,2,5,2,2
user221,3,3,1,3,2,3,3,3,2,2,4,4,2,4,2,1,2,3,4,4,4,5,4,5,5,5,4,1,3,4,4,1,1,2,4
user222,3,5,1,1,3,4,5,3,3,5,5,1,2,5,3,2,3,2,4,4,2,1,5,5,5,1,5,4,4,2,5,2,3,5,2
user223,2,3,5,5,5,1,5,5,1,1,5,1,4,4,2,1,5,2,4,4,1,2,3,1,3,5,4,3,3,4,3,1,1,2,3
user224,3,1,2,3,3,1,5,3,3,5,4,5,3,2,1,2,2,5,5,3,4,3,1,1,2,4,1,5,3,3,3,5,3,3,2
user225,3,3,3,4,4,3,4,2,5,5,5,1,3,2,2,3,5,3,1,4,2,2,5,5,4,5,3,1,5,1,2,1,2,3,3
user226,2,4,4,1,4,2,5,2,2,3,4,2,1,4,5,2,5,4,5,5,2,2,5,4,3,3,4,3,3,5,3,4,2,2,2
user227,1,5,1,2,2,5,3,3,3,4,2,5,4,4,2,2,5,2,4,5,1,4,4,5,1,5,5,2,4,1,2,1,5,5,4
user228,5,1,2,1,1,2,2,5,3,2,2,4,3,2,3,4,4,1,4,5,3,3,3,5,4,3,3,2,3,1,3,1,2,2,5
user229,1,4,5,4,5,1,2,1,4,3,5,4,3,3,4,5,1,4,1,3,2,1,4,4,4,1,1,1,3,3,1,5,4,4,3
user230,4,5,1,2,2,2,3,3,4,5,1,5,5,2,4,2,2,1,3,1,4,2,2,3,1,1,4,2,3,5,5,1,2,1,1
user231,4,5,1,1,1,5,2,5,4,4,4,5,3,3,1,5,4,1,5,4,5,1,2,1,5,4,3,3,1,4,5,5,2,4,4
user232,5,5,5,2,1,3,2,5,5,5,4,5,5,1,4,5,3,4,4,3,5,4,3,2,2,1,4,4,3,2,4,4,1,1,4
user233,1,3,2,3,1,5,2,4,3,5,4,3,1,3,4,5,3,1,4,3,4,2,5,1,1,1,5,2,4,3,3,1,1,4,2
user234,5,3,4,1,5,4,2,2,5,3,5,2,4,2,3,1,4,5,5,3,5,4,4,1,1,3,2,3,2,4,4,4,5,3,2
user235,5,2,2,1,5,3,3,1,3,1,4,2,4,5,5,1,3,4,4,3,5,1,4,1,3,4,3,1,3,5,3,4,3,3,2
user236,2,1,1,3,4,4,4,3,3,5,4,5,4,1,3,2,3,2,5,5,2,1,3,1,4,4,3,3,5,2,5,5,1,3,3
user237,1,5,3,4,2,2,3,1,3,5,4,2,3,4,5,5,4,4,4,5,1,1,2,4,1,3,4,2,4,2,3,4,5,4,2
user238,1,5,3,3,5,4,3,5,4,1,1,2,3,5,1,5,4,5,5,4,3,4,2,4,2,4,1,3,4,3,2,5,3,3,4
user239,4,2,4,1,2,2,4,3,4,5,4,3,4,3,3,1,4,3,2,3,2,1,3,1,1,1,5,1,1,4,1,1,1,4,3
user240,1,1,2,2,5,2,5,1,4,2,2,1,5,4,5,2,2,2,3,2,1,1,2,5,1,4,3,3,4,4,3,4,4,5,2
user241,1,2,3,5,2,3,5,3,2,4,5,1,5,2,2,4,2,5,1,3,5,1,2,2,3,2,2,1,2,1,1,5,3,3,3
user242,4,4,2,2,2,5,3,2,3,2,4,4,5,4,3,2,5,2,1,2,3,5,2,4,3,4,5,3,3,1,5,1,4,1,1
user243,2,1,3,2,5,5,1,2,5,3,1,4,2,2,5,1,4,1,2,1,4,5,3,5,3,5,1,4,3,2,3,1,2,5,1
user244,2,2,1,1,1,1,2,5,2,1,2,1,3,3,1,3,1,2,1,2,2,3,4,5,4,1,4,2,3,5,1,2,2,4,1
user245,4,1,4,5,2,3,1,3,4,5,4,5,5,1,3,4,2,4,1,5,3,4,1,5,5,5,2,3,1,2,4,3,3,4,4
user246,5,1,4,5,2,2,3,1,4,5,3,2,4,1,3,4,1,3,5,1,5,2,5,3,3,1,1,5,5,4,5,3,4,1,4
user247,1,2,4,4,5,4,2,3,3,5,3,2,4,2,5,1,2,4,3,1,3,3,1,1,5,5,1,4,4,3,5,5,2,5,1
user248,4,2,5,2,2,1,3,4,2,4,3,1,4,1,2,5,2,5,1,2,5,1,2,2,1,3,4,4,1,2,1,5,2,1,1
user249,4,3,2,1,4,3,3,5,3,1,3,4,3,3,4,1,3,3,2,5,4,3,4,5,4,5,2,4,3,1,3,1,1,1,1
user250,1,5,2,2,1,3,2,4,5,3,4,3,1,1,5,5,1,5,5,2,1,3,3,5,2,5,5,1,5,2,4,4,3,3,2
user251,5,5,2,3,4,5,2,5,3,4,3,3,1,3,4,4,4,5,5,2,3,2,5,4,2,3,1,2,4,3,3,5,4,2,5
user252,5,2,2,3,1,4,2,3,5,4,5,1,1,5,1,2,1,1,1,1,3,2,4,5,4,1,3,5,5,1,5,3,2,4,5
user253,2,1,2,1,5,4,3,5,3,3,1,5,5,4,2,3,4,1,2,4,3,4,3,5,4,1,5,1,3,5,5,5,3,5,3
user254,3,4,2,5,4,3,1,3,4,3,1,4,3,5,5,4,4,5,4,2,5,1,3,3,3,3,5,4,1,3,3,3,3,3,1
user255,1,5,5,2,1,4,5,5,3,2,5,4,3,2,2,3,2,3,5,4,4,3,1,1,4,1,1,5,2,5,2,1,2,3,2
user256,2,1,5,1,3,3,3,5,3,4,2,2,1,3,4,1,5,4,4,4,2,4,3,3,3,5,1,1,1,2,5,4,2,5,4
user257,2,5,4,2,1,3,1,1,3,3,5,4,1,1,1,3,5,1,5,4,2,4,4,1,3,1,5,1,1,3,2,1,2,1,2
user258,5,3,2,4,1,4,4,5,4,2,5,5,1,4,3,1,2,4,1,1,4,3,2,1,3,1,5,3,4,5,4,2,3,2,4
user259,4,4,3,2,5,1,2,3,2,3,2,3,3,4,2,2,2,1,1,5,3,4,5,2,2,1,1,2,3,5,4,3,1,1,2
user260,3,4,2,1,4,3,5,5,3,2,3,5,2,1,5,2,5,4,4,3,5,5,5,3,1,4,5,5,3,4,5,2,3,3,4
user261,3,2,5,2,1,2,4,1,4,1,1,5,4,5,1,4,1,3,3,3,4,3,3,3,4,2,3,4,5,5,1,5,5,5,4
user262,2,2,5,1,2,2,5,4,2,5,5,2,3,1,4,5,4,5,5,2,4,5,5,5,1,5,2,3,5,3,4,1,3,1,4
user263,1,2,3,2,4,4,4,3,4,5,4,4,1,5,1,5,2,1,4,3,1,2,2,5,5,5,1,3,4,3,4,5,4,3,2
user264,2,5,5,2,1,4,2,4,3,3,1,2,1,1,2,3,2,4,5,2,3,4,5,3,2,4,2,4,1,3,3,4,4,5,1
user265,5,2,2,2,1,3,1,4,1,5,1,2,1,1,4,5,5,2,4,2,5,5,3,2,2,3,5,5,5,2,3,2,5,4,1
user266,2,4,4,2,2,3,2,2,5,4,2,3,1,3,4,5,5,2,1,2,3,5,5,2,2,3,4,3,3,4,1,3,4,5,4
user267,4,1,4,2,5,5,3,5,4,3,1,5,3,1,5,1,2,4,2,5,3,5,2,1,5,3,2,5,4,2,1,2,5,4,3
user268,3,3,2,3,5,4,2,4,3,3,1,3,1,1,3,1,3,3,4,2,4,4,4,3,5,1,1,4,3,3,1,4,1,3,3
user269,2,5,4,4,4,2,1,1,3,3,3,4,2,5,2,1,4,2,1,2,2,2,3,4,1,1,5,2,2,4,2,1,1,5,2
user270,3,4,1,1,5,5,3,4,4,1,1,1,3,2,3,5,1,3,1,1,1,4,2,4,3,1,3,3,1,1,3,2,2,5,4
user271,5,1,1,1,3,5,1,5,3,1,4,3,1,1,2,1,2,1,3,4,4,4,5,3,1,1,5,4,3,3,1,3,5,3,4
user272,1,5,5,4,1,1,4,1,5,2,2,4,4,2,2,3,2,3,4,4,3,5,4,4,1,5,4,2,2,1,3,2,3,1,3
user273,2,4,5,5,5,4,5,1,1,1,4,4,5,4,3,4,1,2,2,1,5,2,1,1,4,1,4,4,1,1,5,2,1,2,3
user274,1,1,2,2,3,3,4,4,1,1,1,2,5,1,4,5,1,3,5,2,4,3,4,5,4,3,1,2,3,2,1,4,5,2,3
user275,1,4,1,5,2,3,4,5,5,2,2,2,1,4,1,1,2,3,4,2,2,1,1,2,5,5,4,5,2,3,1,2,4,1,1
user276,3,1,1,5,1,3,1,1,4,3,3,1,1,5,5,1,1,5,2,4,3,1,4,3,4,4,3,1,5,3,1,4,4,2,3
user277,2,5,5,2,4,5,4,5,1,5,2,5,5,4,5,1,3,5,2,1,2,2,3,1,3,3,4,3,3,2,3,2,3,4,4
user278,1,4,4,2,4,4,3,5,2,4,4,3,2,5,5,4,1,5,1,5,3,2,3,5,4,3,4,4,5,5,3,2,4,5,5
user279,5,4,5,5,1,1,5,5,4,2,2,1,2,3,5,5,2,4,2,3,2,4,4,1,2,5,1,2,3,2,1,5,3,3,4
user280,3,3,2,2,2,1,5,2,1,3,1,1,3,1,5,1,1,5,1,3,3,1,1,4,5,3,1,2,1,3,2,2,5,1,4
user281,1,1,5,5,3,2,4,5,2,1,1,5,2,5,5,1,4,2,1,2,3,4,2,5,3,2,2,4,2,4,1,5,1,5,1
user282,1,3,3,4,4,2,5,3,4,5,3,4,5,3,1,3,2,3,4,5,5,2,3,5,4,1,2,3,1,3,5,3,1,4,2
user283,5,5,3,1,5,1,2,1,1,5,2,3,2,4,2,2,4,2,3,2,3,5,1,4,5,3,3,1,4,1,5,3,3,2,5
user284,3,4,3,2,2,4,5,3,2,3,3,1,4,4,5,1,3,4,3,4,2,2,5,5,1,5,2,5,3,5,4,2,4,2,4
user285,1,5,4,5,1,3,1,2,2,5,3,5,4,5,3,5,1,2,4,1,5,1,4,5,2,1,5,3,5,1,2,5,1,4,4
user286,3,1,3,4,1,2,5,5,5,2,5,5,3,2,4,4,2,3,2,4,5,2,5,3,2,1,3,4,5,4,4,3,1,2,4
user287,3,4,4,1,5,2,2,1,2,1,4,5,4,4,5,2,2,1,3,4,3,5,4,5,4,3,5,2,3,2,4,3,5,3,1
user288,3,2,5,3,3,4,3,4,3,1,3,3,4,2,4,5,2,1,3,3,4,4,3,2,4,2,4,1,2,1,4,4,4,2,2
user289,1,3,3,2,5,3,3,2,4,4,1,3,5,2,3,1,5,5,5,5,5,5,4,1,2,1,1,1,2,1,2,4,3,1,3
user290,5,3,3,1,5,1,5,3,5,1,5,1,1,4,4,1,1,2,3,4,2,2,2,3,3,1,4,2,4,5,2,2,4,4,1
user291,2,2,4,1,4,1,4,5,2,3,4,3,5,3,3,3,4,3,3,4,1,5,1,5,1,5,5,5,1,1,2,3,3,1,3
user292,1,5,3,4,5,5,5,2,4,1,1,3,1,3,1,4,3,1,2,1,4,4,4,2,5,2,2,5,5,2,5,3,3,3,3
user293,3,3,4,2,3,4,5,1,1,2,3,4,3,4,1,5,3,4,5,3,5,2,5,4,4,2,5,2,5,4,5,4,2,3,5
user294,1,5,2,5,2,5,2,2,1,3,5,5,3,3,5,4,2,2,1,3,4,1,4,5,3,5,5,1,1,2,3,5,4,2,2
user295,2,2,5,5,4,5,2,1,1,2,5,5,1,2,1,1,3,1,1,2,2,1,1,5,4,3,1,5,3,3,3,4,5,1,1
user296,2,2,5,5,1,3,2,4,1,3,3,1,3,1,4,4,1,1,3,2,5,3,4,3,4,2,2,5,5,3,3,1,3,5,2
user297,2,1,1,5,5,2,4,3,3,3,3,5,3,1,3,2,3,1,3,4,1,3,5,5,1,1,3,5,4,1,5,2,3,2,5
user298,4,1,5,2,2,4,2,1,1,1,4,2,1,3,2,3,4,2,1,2,5,1,2,3,2,3,2,4,1,2,5,1,2,3,3
user299,1,5,4,1,2,3,1,2,4,1,2,2,3,3,2,4,5,5,3,2,5,3,2,5,2,4,2,4,3,1,3,2,5,5,2
user300,4,4,1,4,3,3,1,1,4,3,2,2,1,4,5,5,4,3,3,5,2,5,5,1,2,2,3,4,4,4,4,3,5,1,4
user301,5,3,3,3,3,2,5,2,3,4,1,1,4,3,5,5,1,5,4,3,3,4,3,3,4,2,3,1,5,3,4,4,1,5,2
user302,3,3,4,2,5,4,2,2,3,2,3,5,1,2,3,4,1,5,4,2,2,4,1,5,1,2,2,5,2,1,5,5,3,3,1
user303,4,1,1,1,5,4,3,4,3,2,4,3,1,3,2,1,4,3,3,4,4,3,4,4,1,4,3,2,3,2,3,2,1,5,4
user304,5,1,5,4,5,1,2,4,4,3,2,5,5,4,2,4,3,1,5,1,3,2,4,1,4,4,2,2,3,2,2,5,1,2,3
user305,4,1,1,1,2,4,3,5,5,4,5,3,3,4,5,5,4,4,1,4,1,1,5,4,1,3,5,2,4,3,3,1,2,5,5
user306,5,4,2,3,3,4,1,2,4,4,3,4,4,2,5,5,2,1,4,3,2,2,5,5,2,5,5,1,3,2,2,1,4,2,2
user307,4,1,3,4,2,3,4,1,3,4,3,5,5,1,3,5,3,4,2,3,2,3,1,5,5,2,3,4,1,1,4,2,5,1,1
user308,4,5,1,1,3,3,3,3,3,3,4,2,2,3,1,1,3,4,2,1,4,5,3,3,3,4,2,1,2,2,2,2,3,1,5
user309,2,2,5,4,4,3,4,2,3,1,1,5,4,1,2,4,5,2,5,5,4,1,5,5,4,4,3,2,4,5,1,1,3,5,2
user310,1,5,2,4,5,1,5,2,1,3,2,2,5,3,2,5,2,4,2,3,2,3,4,4,2,2,2,5,5,5,2,3,1,5,3
user311,5,3,5,3,3,5,5,2,4,4,2,3,5,5,1,4,1,4,1,1,3,2,1,3,2,3,1,1,4,4,1,3,4,1,2
user312,3,1,2,3,5,4,2,5,3,2,3,4,3,2,2,2,1,1,2,5,2,1,2,2,5,1,4,5,5,3,2,5,4,4,3
user313,2,4,3,4,4,5,5,5,2,1,1,5,1,1,3,5,1,1,5,1,3,5,2,3,4,5,1,4,4,5,2,5,4,3,1
user314,5,1,1,4,1,2,4,5,3,4,5,1,1,2,3,3,3,3,5,3,5,3,1,5,1,4,5,1,5,3,2,3,1,1,3
user315,1,5,4,5,4,2,5,1,1,1,5,2,2,1,2,3,4,1,2,5,5,3,4,2,3,3,4,1,1,3,2,5,4,1,2
user316,1,4,3,1,1,2,1,1,4,4,4,3,2,5,5,4,5,4,4,3,1,2,2,3,5,2,4,3,1,3,5,5,5,3,2
user317,2,4,3,2,1,4,3,1,5,4,5,5,3,2,5,4,4,3,2,3,2,2,4,2,4,2,5,4,1,1,3,5,3,4,1
user318,2,2,3,5,3,3,5,2,5,4,3,5,3,2,1,3,1,2,4,3,3,2,2,4,3,5,1,1,3,2,5,1,4,1,4
user319,5,2,4,2,1,5,3,5,3,1,3,1,3,4,2,2,2,3,5,3,4,2,5,3,2,1,3,3,4,5,4,3,3,3,3
user320,4,4,2,2,1,4,3,1,1,1,3,1,3,1,3,4,5,5,3,4,3,5,4,1,3,1,1,1,2,5,2,5,4,1,3
user321,3,2,5,3,3,1,4,4,5,2,4,3,5,1,5,2,1,5,5,1,5,3,5,3,5,2,2,1,4,4,4,1,2,3,1
user322,4,5,3,3,4,2,1,3,4,2,3,4,3,1,2,4,5,5,1,1,1,1,2,5,2,3,2,3,1,1,3,4,3,2,3
user323,4,1,4,2,4,3,1,3,4,1,5,5,5,3,3,4,5,2,3,4,3,1,2,3,2,4,1,3,3,4,2,5,3,1,3
user324,3,1,5,5,4,5,4,5,1,1,4,2,5,3,3,4,3,2,1,4,4,2,1,3,3,3,1,3,5,5,3,1,2,4,3
user325,1,5,4,1,1,2,2,2,5,1,5,3,4,4,2,1,3,4,5,4,1,1,4,1,1,5,1,4,4,3,2,1,5,4,1
user326,5,2,1,1,1,3,5,1,2,1,2,5,4,5,3,5,4,1,1,4,5,2,1,1,5,1,4,5,1,5,2,4,5,2,5
user327,5,3,3,1,5,4,5,4,3,2,5,2,4,3,2,5,3,1,4,4,5,4,1,4,4,1,4,4,4,5,5,1,3,3,1
user328,4,1,3,3,2,3,2,2,5,5,5,1,1,1,2,4,4,1,4,3,2,3,5,4,5,4,2,5,1,2,2,1,2,5,1
user329,3,5,2,5,4,5,1,3,5,4,1,2,1,5,4,1,5,3,2,2,1,2,2,4,4,4,2,3,1,2,5,2,3,5,5
user330,2,1,4,5,5,2,1,1,4,2,2,5,4,2,3,2,1,2,1,4,1,1,4,3,2,4,2,5,5,1,2,5,3,3,5
user331,5,2,4,5,1,3,1,3,2,1,5,2,1,3,5,3,2,3,3,1,2,2,2,1,5,1,1,3,4,2,3,4,4,4,4
user332,2,4,5,1,2,5,5,5,1,3,1,1,4,4,1,1,4,2,3,4,4,2,3,4,2,1,2,1,5,3,1,5,4,4,5
user333,1,2,5,2,4,3,4,3,1,4,5,1,3,1,2,3,4,5,3,3,3,2,5,1,4,5,3,1,3,5,3,2,3,5,4
user334,3,2,1,5,5,2,4,2,2,5,5,5,4,4,1,4,3,5,5,4,4,3,5,3,1,5,2,5,4,5,1,4,2,4,3
user335,3,4,1,3,1,3,1,3,3,2,4,1,2,3,1,2,4,4,1,3,4,2,3,2,4,4,5,4,2,2,2,4,3,3,5
user336,4,5,2,4,1,4,5,5,1,2,4,5,3,2,4,5,3,2,1,1,4,2,5,2,5,5,4,5,2,5,4,3,1,3,2
user337,2,4,1,1,3,3,4,4,2,5,1,1,1,5,2,3,5,4,1,2,2,3,3,2,1,1,5,5,1,2,5,2,1,3,4
user338,4,4,3,3,5,5,2,4,3,5,3,4,2,4,3,2,2,3,4,3,4,1,2,2,4,5,5,5,5,3,3,2,5,4,4
user339,4,5,5,2,4,1,2,3,2,5,1,3,3,2,1,2,5,1,4,4,2,2,1,3,2,4,2,5,5,3,2,1,5,2,4
user340,1,5,5,3,1,5,2,2,5,4,4,2,4,2,5,5,1,5,5,2,3,1,3,2,2,4,5,3,3,1,5,1,4,3,3
user341,1,2,1,4,4,5,3,4,2,4,3,2,1,4,2,3,2,1,2,2,4,2,4,5,4,4,4,2,5,1,4,5,5,5,3
user342,5,5,1,1,3,1,1,1,2,2,5,1,2,1,4,3,3,4,3,1,1,1,5,5,3,5,2,2,3,5,5,2,5,1,2
user343,5,1,1,4,1,4,3,4,4,3,3,2,4,2,2,5,2,4,3,5,1,1,1,3,4,5,4,5,1,1,5,5,5,4,1
user344,3,3,5,5,3,1,1,2,1,5,1,4,4,3,3,2,3,4,4,5,5,4,5,4,4,3,1,1,3,4,3,4,1,2,1
user345,4,2,4,3,5,4,4,3,4,1,5,4,1,1,5,1,1,5,5,4,3,5,1,2,4,4,1,4,5,5,4,2,2,3,2
user346,2,4,2,1,4,5,4,2,5,1,1,5,4,4,2,4,1,3,3,4,5,4,4,2,2,1,3,2,5,5,4,1,3,5,3
user347,2,4,4,2,2,2,5,4,5,2,5,2,1,2,5,2,3,1,2,1,4,1,3,5,4,1,1,1,4,1,2,4,5,3,1
user348,3,3,3,2,5,1,1,1,4,4,2,5,5,4,5,1,2,1,2,1,2,5,3,4,1,2,1,5,3,4,5,1,2,3,1
user349,5,3,2,1,2,4,5,2,5,4,3,2,5,5,3,1,5,4,1,3,1,2,2,4,1,1,3,5,2,5,2,1,4,3,4
user350,3,4,3,3,1,2,2,5,1,1,2,1,3,4,3,2,3,2,2,2,2,1,2,5,1,5,5,2,3,4,4,5,1,2,3
user351,1,4,5,1,1,3,3,1,1,1,2,5,5,4,1,2,4,5,5,3,1,1,4,5,2,4,5,4,4,4,3,5,5,1,5
user352,4,5,2,5,3,1,3,3,4,2,1,2,1,1,4,1,5,2,4,2,4,3,3,4,5,3,1,3,4,3,1,3,5,1,4
user353,5,1,2,5,1,2,5,1,2,2,5,1,5,2,2,4,4,4,5,2,5,3,4,1,2,4,5,4,5,3,5,3,2,3,5
user354,5,1,5,5,2,3,5,3,5,3,4,3,2,2,5,5,3,2,4,1,4,5,2,4,1,2,5,2,3,1,2,5,2,1,3
user355,4,4,3,4,1,3,4,3,1,4,1,3,3,5,3,2,3,2,1,5,1,1,3,1,3,3,4,3,4,4,3,2,2,2,4
user356,5,2,2,4,1,3,5,5,4,3,1,3,5,5,1,5,4,3,1,5,4,5,4,1,4,4,5,1,1,4,5,3,3,4,3
user357,5,1,5,4,5,5,4,5,3,4,3,4,3,3,5,5,1,5,5,2,3,4,2,5,2,5,1,4,3,3,3,5,4,2,5
user358,4,4,2,5,4,2,1,2,2,2,3,3,3,1,4,2,2,1,2,4,5,5,1,2,3,2,3,2,5,2,2,3,4,3,2
user359,5,3,2,4,5,2,2,1,3,4,3,2,5,2,1,1,2,5,4,4,1,2,3,5,2,2,4,5,5,4,2,2,1,1,1
user360,1,5,1,4,4,1,2,2,3,5,1,1,5,1,5,1,1,2,1,4,2,5,5,4,3,3,3,4,5,2,1,5,5,3,2
user361,3,5,4,2,4,4,3,4,4,1,2,1,1,2,2,4,3,2,5,3,3,4,5,3,2,2,1,3,5,5,4,4,3,2,5
user362,3,5,1,4,1,2,5,4,2,5,1,1,4,4,3,1,3,3,3,5,3,1,4,1,5,3,1,2,4,2,3,3,1,5,4
user363,1,2,3,1,1,3,3,4,1,1,4,5,4,4,4,3,2,4,1,1,5,2,4,1,4,1,1,4,3,5,4,5,3,4,1
user364,1,1,5,2,4,2,5,4,3,1,5,1,2,5,3,5,1,2,4,5,3,2,1,2,4,3,2,4,5,3,3,4,4,1,4
user365,4,1,1,4,1,5,1,5,4,1,5,5,5,1,1,3,1,4,4,3,5,4,4,3,1,1,4,3,2,1,5,4,5,2,2
user366,3,2,5,3,4,2,4,2,4,2,4,5,5,1,1,4,4,3,4,5,4,4,2,1,2,4,1,4,4,4,1,4,2,2,3
user367,1,4,3,2,4,1,4,4,1,1,4,1,2,3,2,1,5,1,2,3,2,3,2,4,2,2,1,2,3,5,4,1,1,4,4
user368,1,3,4,4,4,5,5,5,2,2,3,1,5,4,2,2,1,4,1,1,3,3,2,3,5,3,2,5,5,1,4,2,5,2,3
user369,1,2,5,5,3,2,4,1,4,1,2,1,4,1,3,3,5,4,5,5,1,5,4,2,3,3,4,1,3,2,4,5,2,5,3
user370,3,5,4,3,3,1,3,2,2,4,3,3,2,1,3,5,2,3,2,4,5,4,4,4,4,1,1,5,5,5,1,1,4,3,5
user371,1,3,3,2,3,2,5,5,4,3,1,3,4,3,4,5,4,3,5,2,5,5,2,1,3,1,3,2,5,2,1,3,1,4,5
user372,4,4,2,4,2,1,3,1,5,2,1,2,2,2,3,5,1,2,3,1,2,4,3,4,3,1,5,5,3,2,2,5,2,1,2
